Variable,Unit,Country,Year,Value,Flags
"Diphtheria, Tetanus, Pertussis","% of children immunised","Sweden","2008",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Sweden","2009",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Sweden","2010",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Sweden","2011",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Sweden","2012",98,
"Measles","% of children immunised","Sweden","1980",88,
"Measles","% of children immunised","Sweden","1981",92,
"Measles","% of children immunised","Sweden","1982",91,
"Measles","% of children immunised","Sweden","1983",93,
"Measles","% of children immunised","Sweden","1984",94,
"Measles","% of children immunised","Sweden","1985",94,
"Measles","% of children immunised","Sweden","1986",94,
"Measles","% of children immunised","Sweden","1987",94,
"Measles","% of children immunised","Sweden","1988",95,
"Measles","% of children immunised","Sweden","1989",95,
"Measles","% of children immunised","Sweden","1990",96,
"Measles","% of children immunised","Sweden","1991",96,
"Measles","% of children immunised","Sweden","1992",96,
"Measles","% of children immunised","Sweden","1993",97,
"Measles","% of children immunised","Sweden","1994",97,
"Measles","% of children immunised","Sweden","1995",97,
"Measles","% of children immunised","Sweden","1996",96,
"Measles","% of children immunised","Sweden","1997",96,
"Measles","% of children immunised","Sweden","1998",94,
"Measles","% of children immunised","Sweden","1999",89,
"Measles","% of children immunised","Sweden","2000",91,
"Measles","% of children immunised","Sweden","2001",94,
"Measles","% of children immunised","Sweden","2002",95,
"Measles","% of children immunised","Sweden","2003",95,
"Measles","% of children immunised","Sweden","2004",96,
"Measles","% of children immunised","Sweden","2005",96,
"Measles","% of children immunised","Sweden","2006",97,
"Measles","% of children immunised","Sweden","2007",96,
"Measles","% of children immunised","Sweden","2008",96,
"Measles","% of children immunised","Sweden","2009",97,
"Measles","% of children immunised","Sweden","2010",97,
"Measles","% of children immunised","Sweden","2011",97,
"Measles","% of children immunised","Sweden","2012",97,
"Influenza","% of population aged 65 years and over","Sweden","2007",57,
"Influenza","% of population aged 65 years and over","Sweden","2008",64,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","1986",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","1987",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","1988",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","1989",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","1990",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","1991",89,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","1992",89,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","1993",89,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","1994",89,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","1995",89,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","1996",89,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","1997",89,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","1998",88,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","1999",88,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","2000",88,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","2001",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","2002",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","2003",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","2004",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","2005",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","2006",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","2007",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","2008",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","2009",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","2010",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","2011",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Switzerland","2012",95,
"Measles","% of children immunised","Switzerland","1986",70,
"Measles","% of children immunised","Switzerland","1987",70,
"Measles","% of children immunised","Switzerland","1988",70,
"Measles","% of children immunised","Switzerland","1989",90,
"Measles","% of children immunised","Switzerland","1990",90,
"Measles","% of children immunised","Switzerland","1991",83,
"Measles","% of children immunised","Switzerland","1992",83,
"Measles","% of children immunised","Switzerland","1993",83,
"Measles","% of children immunised","Switzerland","1994",83,
"Measles","% of children immunised","Switzerland","1995",83,
"Measles","% of children immunised","Switzerland","1996",83,
"Measles","% of children immunised","Switzerland","1997",83,
"Measles","% of children immunised","Switzerland","1998",81,
"Measles","% of children immunised","Switzerland","1999",81,
"Measles","% of children immunised","Switzerland","2000",81,
"Measles","% of children immunised","Switzerland","2001",82,
"Measles","% of children immunised","Switzerland","2002",82,
"Measles","% of children immunised","Switzerland","2003",82,
"Measles","% of children immunised","Switzerland","2004",82,
"Measles","% of children immunised","Switzerland","2005",87,
"Measles","% of children immunised","Switzerland","2006",87,
"Measles","% of children immunised","Switzerland","2007",87,
"Measles","% of children immunised","Switzerland","2008",90,
"Measles","% of children immunised","Switzerland","2009",90,
"Measles","% of children immunised","Switzerland","2010",92,
"Measles","% of children immunised","Switzerland","2011",92,
"Measles","% of children immunised","Switzerland","2012",92,
"Influenza","% of population aged 65 years and over","Switzerland","2000",51,
"Influenza","% of population aged 65 years and over","Switzerland","2001",54,
"Influenza","% of population aged 65 years and over","Switzerland","2002",55,
"Influenza","% of population aged 65 years and over","Switzerland","2003",58,
"Influenza","% of population aged 65 years and over","Switzerland","2004",57,
"Influenza","% of population aged 65 years and over","Switzerland","2005",59,
"Influenza","% of population aged 65 years and over","Switzerland","2006",61,
"Influenza","% of population aged 65 years and over","Switzerland","2007",56,
"Influenza","% of population aged 65 years and over","Switzerland","2010",46,b
"Hepatitis B","% of children immunised","Turkey","2000",71,
"Hepatitis B","% of children immunised","Turkey","2001",77,
"Hepatitis B","% of children immunised","Turkey","2002",72,
"Hepatitis B","% of children immunised","Turkey","2003",68,
"Hepatitis B","% of children immunised","Turkey","2004",77,
"Hepatitis B","% of children immunised","Turkey","2005",85,
"Hepatitis B","% of children immunised","Turkey","2006",82,
"Hepatitis B","% of children immunised","Turkey","2007",96,
"Hepatitis B","% of children immunised","Turkey","2008",92,
"Hepatitis B","% of children immunised","Turkey","2009",94,
"Hepatitis B","% of children immunised","Turkey","2010",96,
"Hepatitis B","% of children immunised","Turkey","2011",96,
"Hepatitis B","% of children immunised","Turkey","2012",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","1980",42,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","1981",64,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","1982",58,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","1983",56,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","1984",56,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","1985",55,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","1986",45,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","1987",86,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","1988",86,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","1989",79,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","1990",84,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","1991",72,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","1992",77,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","1993",76,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","1994",87,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","1995",67,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","1996",72,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","1997",79,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","1998",81,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","1999",79,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","2000",85,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","2001",88,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","2002",78,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","2003",68,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","2004",85,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","2005",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","2006",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","2007",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","2008",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","2009",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","2010",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","2011",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Turkey","2012",97,
"Measles","% of children immunised","Turkey","1980",27,
"Measles","% of children immunised","Turkey","1981",52,
"Measles","% of children immunised","Turkey","1982",64,
"Measles","% of children immunised","Turkey","1983",63,
"Measles","% of children immunised","Turkey","1984",62,
"Measles","% of children immunised","Turkey","1985",61,
"Measles","% of children immunised","Turkey","1986",64,
"Measles","% of children immunised","Turkey","1987",67,
"Measles","% of children immunised","Turkey","1988",82,
"Measles","% of children immunised","Turkey","1989",71,
"Measles","% of children immunised","Turkey","1990",78,
"Measles","% of children immunised","Turkey","1991",73,
"Measles","% of children immunised","Turkey","1992",78,
"Measles","% of children immunised","Turkey","1993",72,
"Measles","% of children immunised","Turkey","1994",76,
"Measles","% of children immunised","Turkey","1995",65,
"Measles","% of children immunised","Turkey","1996",72,
"Measles","% of children immunised","Turkey","1997",79,
"Measles","% of children immunised","Turkey","1998",81,
"Measles","% of children immunised","Turkey","1999",82,
"Measles","% of children immunised","Turkey","2000",87,
"Measles","% of children immunised","Turkey","2001",91,
"Measles","% of children immunised","Turkey","2002",83,
"Measles","% of children immunised","Turkey","2003",75,
"Measles","% of children immunised","Turkey","2004",81,
"Measles","% of children immunised","Turkey","2005",91,
"Measles","% of children immunised","Turkey","2006",98,
"Measles","% of children immunised","Turkey","2007",96,
"Measles","% of children immunised","Turkey","2008",97,
"Measles","% of children immunised","Turkey","2009",97,
"Measles","% of children immunised","Turkey","2010",97,
"Measles","% of children immunised","Turkey","2011",98,
"Measles","% of children immunised","Turkey","2012",98,
"Influenza","% of population aged 65 years and over","Turkey","2008",9.9,
"Influenza","% of population aged 65 years and over","Turkey","2010",12.2,
"Influenza","% of population aged 65 years and over","Turkey","2012",13.2,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","1980",41,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","1981",46,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","1982",53,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","1983",59,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","1984",65,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","1985",65,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","1986",67,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","1987",73,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","1988",75,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","1989",78,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","1990",84,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","1991",88,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","1992",92,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","1993",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","1994",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","1995",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","1996",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","1997",92,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","1998",91,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","1999",92,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","2000",91,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","2001",91,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","2002",91,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","2003",91,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","2004",92,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","2005",91,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","2006",92,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","2007",92,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","2008",92,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","2009",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","2010",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","2011",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United Kingdom","2012",97,
"Measles","% of children immunised","United Kingdom","1980",53,
"Measles","% of children immunised","United Kingdom","1981",55,
"Measles","% of children immunised","United Kingdom","1982",58,
"Measles","% of children immunised","United Kingdom","1983",60,
"Measles","% of children immunised","United Kingdom","1984",63,
"Measles","% of children immunised","United Kingdom","1985",68,
"Measles","% of children immunised","United Kingdom","1986",71,
"Measles","% of children immunised","United Kingdom","1987",76,
"Measles","% of children immunised","United Kingdom","1988",80,
"Measles","% of children immunised","United Kingdom","1989",84,
"Measles","% of children immunised","United Kingdom","1990",87,
"Measles","% of children immunised","United Kingdom","1991",90,
"Measles","% of children immunised","United Kingdom","1992",92,
"Measles","% of children immunised","United Kingdom","1993",91,
"Measles","% of children immunised","United Kingdom","1994",91,
"Measles","% of children immunised","United Kingdom","1995",92,
"Measles","% of children immunised","United Kingdom","1996",92,
"Measles","% of children immunised","United Kingdom","1997",91,
"Measles","% of children immunised","United Kingdom","1998",87,
"Measles","% of children immunised","United Kingdom","1999",88,
"Measles","% of children immunised","United Kingdom","2000",88,
"Measles","% of children immunised","United Kingdom","2001",85,
"Measles","% of children immunised","United Kingdom","2002",85,
"Measles","% of children immunised","United Kingdom","2003",82,
"Measles","% of children immunised","United Kingdom","2004",81,
"Measles","% of children immunised","United Kingdom","2005",82,
"Measles","% of children immunised","United Kingdom","2006",85,
"Measles","% of children immunised","United Kingdom","2007",86,
"Measles","% of children immunised","United Kingdom","2008",86,
"Measles","% of children immunised","United Kingdom","2009",86,
"Measles","% of children immunised","United Kingdom","2010",89,
"Measles","% of children immunised","United Kingdom","2011",90,
"Measles","% of children immunised","United Kingdom","2012",93,
"Influenza","% of population aged 65 years and over","United Kingdom","2000",65,
"Influenza","% of population aged 65 years and over","United Kingdom","2001",68,
"Influenza","% of population aged 65 years and over","United Kingdom","2002",69,
"Influenza","% of population aged 65 years and over","United Kingdom","2003",71,
"Influenza","% of population aged 65 years and over","United Kingdom","2004",71,
"Influenza","% of population aged 65 years and over","United Kingdom","2005",75,
"Influenza","% of population aged 65 years and over","United Kingdom","2006",75.1,
"Influenza","% of population aged 65 years and over","United Kingdom","2007",73.2,
"Influenza","% of population aged 65 years and over","United Kingdom","2008",73.6,
"Influenza","% of population aged 65 years and over","United Kingdom","2009",72.3,
"Influenza","% of population aged 65 years and over","United Kingdom","2010",72.8,
"Influenza","% of population aged 65 years and over","United Kingdom","2011",74,
"Influenza","% of population aged 65 years and over","United Kingdom","2012",75.5,
"Hepatitis B","% of children immunised","United States","1993",16,
"Hepatitis B","% of children immunised","United States","1994",42,
"Hepatitis B","% of children immunised","United States","1995",68,
"Hepatitis B","% of children immunised","United States","1996",82,
"Hepatitis B","% of children immunised","United States","1997",84,
"Hepatitis B","% of children immunised","United States","1998",87,
"Hepatitis B","% of children immunised","United States","1999",88,
"Hepatitis B","% of children immunised","United States","2000",90,
"Hepatitis B","% of children immunised","United States","2001",89,
"Hepatitis B","% of children immunised","United States","2002",88,
"Hepatitis B","% of children immunised","United States","2003",92,
"Hepatitis B","% of children immunised","United States","2004",92,
"Hepatitis B","% of children immunised","United States","2005",93,
"Hepatitis B","% of children immunised","United States","2006",93,
"Hepatitis B","% of children immunised","United States","2007",94,
"Hepatitis B","% of children immunised","United States","2008",94,
"Hepatitis B","% of children immunised","United States","2009",92,
"Hepatitis B","% of children immunised","United States","2010",92,
"Hepatitis B","% of children immunised","United States","2011",92,
"Hepatitis B","% of children immunised","United States","2012",92,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","1980",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","1981",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","1982",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","1983",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","1984",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","1985",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","1986",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","1987",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","1988",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","1989",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","1990",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","1991",86,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","1992",83,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","1993",88,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","1994",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","1995",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","1996",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","1997",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","1998",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","1999",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","2000",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","2001",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","2002",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","2003",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","2004",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","2005",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","2006",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","2007",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","2008",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","2009",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","2010",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","2011",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","United States","2012",95,
"Measles","% of children immunised","United States","1980",86,
"Measles","% of children immunised","United States","1981",97,
"Measles","% of children immunised","United States","1982",97,
"Measles","% of children immunised","United States","1983",98,
"Measles","% of children immunised","United States","1984",98,
"Measles","% of children immunised","United States","1985",97,
"Measles","% of children immunised","United States","1986",97,
"Measles","% of children immunised","United States","1987",82,
"Measles","% of children immunised","United States","1988",98,
"Measles","% of children immunised","United States","1989",94,
"Measles","% of children immunised","United States","1990",90,
"Measles","% of children immunised","United States","1991",87,
"Measles","% of children immunised","United States","1992",83,
"Measles","% of children immunised","United States","1993",84,
"Measles","% of children immunised","United States","1994",89,
"Measles","% of children immunised","United States","1995",88,
"Measles","% of children immunised","United States","1996",91,
"Measles","% of children immunised","United States","1997",91,
"Measles","% of children immunised","United States","1998",92,
"Measles","% of children immunised","United States","1999",92,
"Measles","% of children immunised","United States","2000",91,
"Measles","% of children immunised","United States","2001",91,
"Measles","% of children immunised","United States","2002",91,
"Measles","% of children immunised","United States","2003",93,
"Measles","% of children immunised","United States","2004",93,
"Measles","% of children immunised","United States","2005",92,
"Measles","% of children immunised","United States","2006",92,
"Measles","% of children immunised","United States","2007",92,
"Measles","% of children immunised","United States","2008",92,
"Measles","% of children immunised","United States","2009",90,
"Measles","% of children immunised","United States","2010",92,
"Measles","% of children immunised","United States","2011",92,
"Measles","% of children immunised","United States","2012",92,
"Influenza","% of population aged 65 years and over","United States","2000",64.4,
"Influenza","% of population aged 65 years and over","United States","2001",63.1,
"Influenza","% of population aged 65 years and over","United States","2002",65.7,
"Influenza","% of population aged 65 years and over","United States","2003",65.5,
"Influenza","% of population aged 65 years and over","United States","2004",64.6,
"Influenza","% of population aged 65 years and over","United States","2005",59.7,
"Influenza","% of population aged 65 years and over","United States","2006",64.3,
"Influenza","% of population aged 65 years and over","United States","2007",66.7,
"Influenza","% of population aged 65 years and over","United States","2008",67.2,
"Influenza","% of population aged 65 years and over","United States","2009",66.8,
"Influenza","% of population aged 65 years and over","United States","2010",63.9,
"Influenza","% of population aged 65 years and over","United States","2011",66.9,
"Hepatitis B","% of children immunised","Chile","2006",95,
"Hepatitis B","% of children immunised","Chile","2007",92,
"Hepatitis B","% of children immunised","Chile","2008",95,
"Hepatitis B","% of children immunised","Chile","2009",94,
"Hepatitis B","% of children immunised","Chile","2010",92,
"Hepatitis B","% of children immunised","Chile","2011",94,
"Hepatitis B","% of children immunised","Chile","2012",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","1980",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","1981",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","1982",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","1983",89,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","1984",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","1985",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","1986",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","1987",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","1988",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","1989",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","1990",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","1991",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","1992",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","1993",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","1994",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","1995",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","1996",91,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","1997",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","1998",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","1999",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","2000",91,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","2001",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","2002",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","2003",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","2004",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","2005",91,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","2006",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","2007",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","2008",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","2009",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","2010",92,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","2011",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Chile","2012",90,
"Measles","% of children immunised","Chile","1980",94,
"Measles","% of children immunised","Chile","1981",95,
"Measles","% of children immunised","Chile","1982",96,
"Measles","% of children immunised","Chile","1983",95,
"Measles","% of children immunised","Chile","1984",94,
"Measles","% of children immunised","Chile","1985",92,
"Measles","% of children immunised","Chile","1986",91,
"Measles","% of children immunised","Chile","1987",92,
"Measles","% of children immunised","Chile","1988",95,
"Measles","% of children immunised","Chile","1989",92,
"Measles","% of children immunised","Chile","1990",97,
"Measles","% of children immunised","Chile","1991",99,
"Measles","% of children immunised","Chile","1992",89,
"Measles","% of children immunised","Chile","1993",94,
"Measles","% of children immunised","Chile","1994",96,
"Measles","% of children immunised","Chile","1995",97,
"Measles","% of children immunised","Chile","1996",93,
"Measles","% of children immunised","Chile","1997",96,
"Measles","% of children immunised","Chile","1998",98,
"Measles","% of children immunised","Chile","1999",94,
"Measles","% of children immunised","Chile","2000",97,
"Measles","% of children immunised","Chile","2001",96,
"Measles","% of children immunised","Chile","2002",95,
"Measles","% of children immunised","Chile","2003",96,
"Measles","% of children immunised","Chile","2004",94,
"Measles","% of children immunised","Chile","2005",90,
"Measles","% of children immunised","Chile","2006",91,
"Measles","% of children immunised","Chile","2007",92,
"Measles","% of children immunised","Chile","2008",96,
"Measles","% of children immunised","Chile","2009",93,
"Measles","% of children immunised","Chile","2010",93,
"Measles","% of children immunised","Chile","2011",91,
"Measles","% of children immunised","Chile","2012",90,
"Influenza","% of population aged 65 years and over","Chile","2001",94.8,
"Influenza","% of population aged 65 years and over","Chile","2002",76.9,
"Influenza","% of population aged 65 years and over","Chile","2003",80.3,
"Influenza","% of population aged 65 years and over","Chile","2004",79.4,
"Influenza","% of population aged 65 years and over","Chile","2005",73.4,
"Influenza","% of population aged 65 years and over","Chile","2006",82,
"Influenza","% of population aged 65 years and over","Chile","2007",84.5,
"Influenza","% of population aged 65 years and over","Chile","2008",78.1,
"Influenza","% of population aged 65 years and over","Chile","2009",87.9,
"Influenza","% of population aged 65 years and over","Chile","2010",57.7,b
"Influenza","% of population aged 65 years and over","Chile","2011",62.4,
"Influenza","% of population aged 65 years and over","Chile","2012",73.1,
"Influenza","% of population aged 65 years and over","Chile","2013",76.5,
"Hepatitis B","% of children immunised","Estonia","2004",90,
"Hepatitis B","% of children immunised","Estonia","2005",95,
"Hepatitis B","% of children immunised","Estonia","2006",95,
"Hepatitis B","% of children immunised","Estonia","2007",95,
"Hepatitis B","% of children immunised","Estonia","2008",94,
"Hepatitis B","% of children immunised","Estonia","2009",95,
"Hepatitis B","% of children immunised","Estonia","2010",94,
"Hepatitis B","% of children immunised","Estonia","2011",94,
"Hepatitis B","% of children immunised","Estonia","2012",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Estonia","1993",71,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Estonia","1994",77,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Estonia","1995",82,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Estonia","1996",87,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Estonia","1997",87,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Estonia","1998",88,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Estonia","1999",91,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Estonia","2000",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Estonia","2001",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Estonia","2002",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Estonia","2003",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Estonia","2004",94,
